번호,제목,담당부서,보도일,첨부파일,첨부파일내용 미리보기,상세페이지URL,내용,문제유형,파싱된보도일,원본보도일
902,"회계개혁 안착을 위한 기업, 회계법인 대상 피드백 간담회 개최",회계감독국/감사인감리실,2024.12.17,"241217 (보도자료) 1100_회계개혁 안착을 위한 기업, 회계법인 대상 피드백 간담회 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=4dff046910ba44cfad29bf68b940bb3c&fileSn=1&bbsId=), 241217 (보도자료) 1100_회계개혁 안착을 위한 기업, 회계법인 대상 피드백 간담회 개최.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=4dff046910ba44cfad29bf68b940bb3c&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.12.17.(화) 11:00><배포><2024.12.16.(월)> <> <담당부서><회계감독국><책임자><국 장><김은순><(02-3145-7750)><감사제도운영팀><담당자><팀 장><손기숙><(02-3145-7977)><감사인감리실><책임자><실 장><김시일><(02-3145-7860)><감사인감리총괄팀>,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=189012&menuNo=200218&pageIndex=91,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-17),2024-12-17,
903,2030 청년 구직자 대상 신종 보이스피싱 수법 소비자경보(주의) 발령!!!,금융사기대응단,2024.12.17,"241217 (보도자료) 석간_2030 청년 구직자 대상 신종 보이스피싱 수법 소비자경보(주의) 발령!!!.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=c42ec92e8ebf425e9c5c3dc7ac265352&fileSn=1&bbsId=), 241217 (보도자료) 석간_2030 청년 구직자 대상 신종 보이스피싱 수법 소비자경보(주의) 발령!!!.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=c42ec92e8ebf425e9c5c3dc7ac265352&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.12.17.(화) 석간><배포><2024.12.16.(월)> <> <담당부서><금융사기대응단 금융사기대응1팀><책임자><팀 장><장종현><(02-3145-8140)><담당자><선임조사역><김대희><(02-3145-8149)> <> <2030 청년 구직자 대상 신종 보이스피싱 수법 소비자경보(주의) 발령!!!>,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=189001&menuNo=200218&pageIndex=91,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-17),2024-12-17,
904,"금융위, 금감원, 양국 금융감독 공조를 위한 제8차 한, 일 금융감독 정례회의 개최",국제업무국(금융중심지지원센터),2024.12.16,"241216(보도자료) 금융위, 금감원, 양국 금융감독 공조를 위한 제8차 한, 일 금융감독 정례회의 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=8a6338e0eb034591bfe22858d7ac71d4&fileSn=1&bbsId=)"," <><보도자료><> <보도시점><2024.12.16.(월) 18:00><배포>< 2024.12.16.(월) 10:00> <금융위·금감원, 양국 금융감독 공조를 위한 제8차 한·일 금융감독 정례회의 개최> <󰋼 이복현 금융감독원장, 12.16.(월) 도쿄에서 이토 히데키 일본 금융청 장관과 회담 - 글로벌 경제·금융 현황 및 양국 자본시장 주요 현안 등에 ",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188993&menuNo=200218&pageIndex=91,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-16),2024-12-16,
905,2024년 하반기 은행권 내부통제 워크숍 개최,은행검사1국/은행검사2국/은행검사3국,2024.12.16,"241216 (보도자료) 1400_2024년 하반기 은행권 내부통제 워크숍 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=abbb184e5ceb4e699ef98108459e8ae6&fileSn=1&bbsId=), 241216 (보도자료) 1400_2024년 하반기 은행권 내부통제 워크숍 개최.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=abbb184e5ceb4e699ef98108459e8ae6&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.12.16.(월) 14:00><배포><2024.12.16.(월)> <> <담당부서><은행검사1국 경영개선평가팀><담당자><국 장><김남태><(02-3145-7050)><담당자><팀 장><김태욱><(02-3145-7065)><은행검사2국 경영실태평가팀><책임자><국 장><박진호><(02-3145-7200)><담,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188963&menuNo=200218&pageIndex=91,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-16),2024-12-16,
906,「신뢰회복」과 「혁신」을 위한 5차 「보험개혁회의」 개최,보험감독국,2024.12.13,241213(보도자료) 「신뢰회복」과 「혁신」을 위한 5차 「보험개혁회의」 개최 .hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=a1bdc84222924daf865e7770754a0498&fileSn=1&bbsId=),"<><보도자료><> <보도시점><2024. 12. 16.(월) 14:00 ><배포><2024.12.13.(금) 16:00> < ｢신뢰회복｣과 ｢혁신｣을 위한 5차 ｢보험개혁회의｣ 개최 > <◈ 보험 판매채널 현안, 보험 판매수수료 개편방향 및 실손보험 개혁방안 등 논의 ➊ 저출산 지원대책의 일환으로 보험사고가 이미 발생한 경우가 아니라면, 삼둥이 이상 다태",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188962&menuNo=200218&pageIndex=91,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-13),2024-12-13,
907,"금감원, 금융상황 점검회의 개최(12.15일)",금융시장안정국,2024.12.15,"241215 (보도참고) 배포시_금감원, 금융상황 점검회의 개최(12.15일).hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=0bab13476da748ec838f9b3c79b23a41&fileSn=1&bbsId=)","<><보 도 참 고><> <> <보도><배포시><배포><2024.12.15.(일)> <> <담당부서><금융시장안정국 금융시장총괄팀><책임자><국 장><이 진><(02-3145-8170)><담당자><수 석><신상주><(02-3145-8180)> <> <금감원, 금융상황 점검회의 개최(12.15일)> □ 이복현 금융감독원장은 12.15일 긴급 금융상황 점검회의",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188938&menuNo=200218&pageIndex=91,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-15),2024-12-15,
908,"금융,외환시장 상황을 지속 모니터링, 대응하면서 자본, 외환시장 선진화 등 주요 정책 속도감 있게 추진",금융시장안정국,2024.12.16,"241216(보도참고) 금융, 외환시장 상황을 지속 모니터링？대응하면서 자본？외환시장 선진화 등 주요 정책 속도감 있게 추진.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=ea6ec9e52786413480a37a1d190b19b3&fileSn=1&bbsId=)","<><보도참고><> <보도시점><배포 시><배포><2024. 12. 16.(월) 08:30> <금융·외환시장 상황을 지속 모니터링․대응하면서 자본․외환시장 선진화 등 주요 정책 속도감 있게 추진> <긴급 거시경제 · 금융현안 간담회 개최 -> 최상목 부총리 겸 기획재정부장관은 ‘24.12.16.(월) 07:30 은행연합회관에서 한국은행 총재, 금융위원장, ",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188916&menuNo=200218&pageIndex=91,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-16),2024-12-16,
909,'24년 금융소비자보호 실태평가 결과,금융소비자보호총괄국,2024.12.16,"241216 (보도자료) 조간_'24년 금융소비자보호 실태평가 결과.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=bfbef148d1e64198be6fefc60b7c1244&fileSn=1&bbsId=), 241216 (보도자료) 조간_'24년 금융소비자보호 실태평가 결과.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=bfbef148d1e64198be6fefc60b7c1244&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.12.16.(월) 조간><배포><2024.12.13.(금)> <> <담당 부서><금융소비자보호총괄국><책임자><국 장><김욱배><(02-3145-5700)><소비자보호점검팀><담당자><팀 장><남영민><(02-3145-5693)> <> <'24년 금융소비자보호 실태평가 결과> <◈ (개 요) 금융소비자보호법에,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188913&menuNo=200218&pageIndex=91,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-16),2024-12-16,
910,주요 분쟁사례로 알아보는 소비자 유의사항 - 수술보험금 청구 관련 -,분쟁조정1국,2024.12.16,"241216 (보도자료) 석간_주요 분쟁사례로 알아보는 소비자 유의사항 - 수술보험금 청구 관련 -.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=ac0cdd9b2e284d56a85741068251c59c&fileSn=1&bbsId=), 241216 (보도자료) 석간_주요 분쟁사례로 알아보는 소비자 유의사항 - 수술보험금 청구 관련 -.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=ac0cdd9b2e284d56a85741068251c59c&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.12.16.(월) 석간><배포><2024.12.13.(금)> <> <담당부서><분쟁조정1국 보험분쟁1팀><책임자><팀 장><김영대><(02-3145-5200)><담당자><선임조사역><허현정><(02-3145-5227)> <> <주요 분쟁사례로 알아보는 소비자 유의사항> <수술보험금 청구 관련>< ◈ 금감원은 ,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188909&menuNo=200218&pageIndex=92,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-16),2024-12-16,
911,"금융,외환시장 상황을 24시간 점검하면서 금융업계, 해외투자자, 국제신용평가사 등 대외소통에 총력",금융시장안정국,2024.12.13,"241213(보도참고) 금융·외환시장 상황을 24시간 점검하면서 금융업계, 해외투자자, 국제신용평가사 등 대외소통에 총력.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=c83f1871aa51462c928618064b885891&fileSn=1&bbsId=)","<><보도참고><> <보도시점><배포 시><배포><2024. 12. 13.(금) 08:40> <금융·외환시장 상황을 24시간 점검하면서 금융업계, 해외투자자, 국제신용평가사 등 대외소통에 총력 > <긴급 거시경제 · 금융현안 간담회 개최 -> 최상목 부총리 겸 기획재정부장관은 ‘24.12.13.(금) 07:30 은행연합회관에서 한국은행 총재, 금융위원장, ",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188883&menuNo=200218&pageIndex=92,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-13),2024-12-13,
912,'24.10월말 국내은행의 원화대출 연체율 현황(잠정),은행감독국,2024.12.13,"241213 (보도자료) 석간_24.10월말 국내은행의 원화대출 연체율 현황(잠정).hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=c665a12202894b6e961a56ed111d09d6&fileSn=1&bbsId=), 241213 (보도자료) 석간_24.10월말 국내은행의 원화대출 연체율 현황(잠정).pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=c665a12202894b6e961a56ed111d09d6&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.12.13.(금) 석간><배포><2024.12.12.(목)> <> <담당부서><은행감독국 건전경영팀><책임자><팀 장><양유형><(02-3145-8050)><담당자><선임조사역><안상현><(02-3145-8052)> <> <'24.10월말 국내은행의 원화대출 연체율 현황[잠정]> 1. 개 요 □ ’24.10월,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188881&menuNo=200218&pageIndex=92,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-13),2024-12-13,
913,인터넷전문은행 인가심사 설명회 개최,은행감독국,2024.12.12,241212(보도자료) 인터넷전문은행 인가심사 설명회 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=5586d5dae9034c3d95a225e1b3942eaf&fileSn=1&bbsId=)," <><보도자료><> <보도시점><2024.12.12.(목) 14:00><배포><2024.12.12.(목) 10:00> <인터넷전문은행 인가심사 설명회 개최> <▲ 금융위원회·금융감독원 주관으로 인터넷전문은행 신규인가 설명회 개최 → 핀테크기업, IT업체 및 금융회사 등 다양한 분야 관계자 참석 ▲ 희망사업자 대상 의견수렴 결과를 감안하여 12월 19일 예",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188843&menuNo=200218&pageIndex=92,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-12),2024-12-12,
914,2024년 하반기 보험회사 내부통제 워크숍 개최,보험검사1국/보험검사2국,2024.12.12,"241212 (보도자료) 1400_2024년 하반기 보험회사 내부통제 워크숍 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=82d53540f95d4786bf3152dccbef048f&fileSn=1&bbsId=), 241212 (보도자료) 1400_2024년 하반기 보험회사 내부통제 워크숍 개최.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=82d53540f95d4786bf3152dccbef048f&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.12.12.(목) 14:00><배포><2024.12.12.(목)> <> <담당부서><보험검사1국 검사기획팀><책임자><국 장 ><홍영호><(02-3145-7790)><담당자><팀 장 ><정영락><(02-3145-7770)><보험검사2국 검사기획팀><책임자><국 장 ><김경수><(02-3145-7680)><담당,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188841&menuNo=200218&pageIndex=92,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-12),2024-12-12,
915,"불법 금융행위 우수 제보자 21명에게 포상금 8,500만원 지급하고, 제보 활성화를 위해 포상규모 확대 추진",민생침해대응총괄국,2024.12.12,"241212 (보도자료) 1400_불법 금융행위 우수 제보자 21명에게 포상금 8,500만원 지급하고, 제보 활성화를 위해 포상규모 확대 추진.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=ae89a7e64787425e8ca977c86174f93a&fileSn=1&bbsId=), 241212 (보도자료) 1400_불법 금융행위 우수 제보자 21명에게 포상금 8,500만원 지급하고, 제보 활성화를 위해 포상규모 확대 추진.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=ae89a7e64787425e8ca977c86174f93a&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.12.12.(목) 14:00><배포><2024.12.12.(목)> <> <담당부서><민생침해대응총괄국 불법사금융대응1팀><책임자><팀 장 ><최승록><(02-3145-8129)><담당자><선임조사역><김규현><(02-3145-8121)><민생침해대응총괄국 불법사금융대응2팀><책임자><팀 장 ><정윤미><(02,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188842&menuNo=200218&pageIndex=92,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-12),2024-12-12,
916,"금감원, 금융상황 점검회의 개최(12.12일)",금융시장안정국,2024.12.12,"241212 (보도참고) 배포시_금감원, 금융상황 점검회의 개최(12.12일).hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=8a6add9d20314c5c8f3fc9571ea958b8&fileSn=1&bbsId=), 241212 (보도참고) 배포시_금감원, 금융상황 점검회의 개최(12.12일).pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=8a6add9d20314c5c8f3fc9571ea958b8&fileSn=2&bbsId=)","<><보 도 참 고><> <> <보도><배포시><배포><2024.12.12.(목)> <> <담당부서><금융시장안정국 금융시장총괄팀><책임자><국 장><이 진><(02-3145-8170)><담당자><부국장><김정훈><(02-3145-8180)> <> <금감원, 금융상황 점검회의 개최(12.12일)> □ 금융감독원은 12.12일 금융상황 점검회의를 개최*하여 ",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188840&menuNo=200218&pageIndex=92,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-12),2024-12-12,
917,"금융감독원, 기관전용사모펀드(PEF) 운용사 CEO 간담회 개최",자산운용감독국,2024.12.12,"241212 (보도자료) 금융감독원, 기관전용사모펀드(PEF) 운용사 CEO 간담회 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=a8ab9b6aa81e4d8cb38b383694a26cae&fileSn=1&bbsId=), 241212 (보도자료) 금융감독원, 기관전용사모펀드(PEF) 운용사 CEO 간담회 개최.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=a8ab9b6aa81e4d8cb38b383694a26cae&fileSn=2&bbsId=)","<><보 도 자 료><> <> <보도><배포시><배포><2024.12.12.(목)> <> <담당부서><자산운용감독국 펀드심사2팀><책임자><국 장><임권순><(02-3145-6700)><담당자><팀 장><소은석><(02-3145-6752)> <ㅌ> <금융감독원, 기관전용사모펀드(PEF) 운용사 CEO 간담회 개최> <1><>< 간담회 개요> □ ’24.12",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188831&menuNo=200218&pageIndex=92,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-12),2024-12-12,
918,"금융, 외환시장 상황을 지속 점검하면서 시장 안정 및 대외 소통 노력 지속",금융시장안정국,2024.12.12,"241212 (보도자료) 금융, 외환시장 상황을 지속 점검하면서 시장 안정 및 대외 소통 노력 지속.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=f41824ced7da413ea78abed3cd3b1692&fileSn=1&bbsId=)","<><보도자료><> <보도시점><배포 시><배포><2024. 12. 12.(목) 08:50> <금융·외환시장 상황을 지속 점검하면서시장 안정 및 대외 소통 노력 지속 > <긴급 거시경제 · 금융현안 간담회 개최 -> 최상목 부총리 겸 기획재정부장관은 ‘24.12.12.(목) 07:30 은행연합회관에서 한국은행 총재, 금융위원장, 금융감독원 수석부원장과 함께",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=188830&menuNo=200218&pageIndex=92,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-12-12),2024-12-12,
